Provider,unique_physicians,unique_diagnosis_codes,unique_procedure_codes,dominant_state,dominant_gender,dominant_race,fraud,total_claims,inpatient_claims,outpatient_claims,avg_claim_amount_reimbursed,total_claim_amount_reimbursed,avg_deductible_amount,total_deductible_amount,unique_beneficiaries,avg_claim_duration,avg_patient_age,avg_chronic_condition_count,pct_claims_with_admit_diagnosis
PRV51041,11,76,0,1,2,1,0,34,0,34,217.94117647058823,7410,7.9411764705882355,270.0,31,2.3529411764705883,70.36373152957282,4.088235294117647,11.76470588235294
PRV51042,73,258,0,1,2,1,0,142,0,142,338.38028169014086,48050,2.183098591549296,310.0,128,1.232394366197183,72.64636415343533,4.070422535211268,26.056338028169012
PRV51043,7,42,0,1,2,1,0,23,0,23,194.7826086956522,4480,0.0,0.0,20,0.0,74.10683569919352,4.260869565217392,17.391304347826086
PRV51044,1,118,0,1,1,1,0,59,0,59,361.52542372881356,21330,2.2033898305084745,130.0,39,2.152542372881356,69.22985185442987,4.508474576271187,22.033898305084744
PRV51045,16,71,0,1,2,1,0,31,0,31,270.64516129032256,8390,1.2903225806451613,40.0,29,2.2580645161290325,71.42920226976663,4.483870967741935,16.129032258064516
PRV51046,6,111,5,1,2,1,0,38,8,30,2878.157894736842,109370,227.47368421052633,8644.0,26,1.631578947368421,72.14467379948846,5.105263157894737,34.21052631578947
PRV51047,12,22,0,1,1,1,0,11,0,11,230.0,2530,0.0,0.0,11,3.090909090909091,70.575570904113,3.909090909090909,27.27272727272727
PRV51048,17,97,3,1,2,1,0,38,4,34,728.9473684210526,27700,114.52631578947368,4352.0,33,0.6052631578947368,70.35138153391694,4.921052631578948,23.684210526315788
PRV51049,44,147,0,1,2,1,0,71,0,71,305.9154929577465,21720,2.676056338028169,190.0,65,1.7887323943661972,70.76264568933107,4.661971830985915,23.943661971830984
PRV51052,17,116,1,1,2,1,1,46,2,44,669.5652173913044,30800,51.0,2346.0,37,2.282608695652174,71.60217837693064,4.1521739130434785,30.434782608695656
PRV51053,2,9,1,10,1,1,0,1,1,0,8000.0,8000,1068.0,1068.0,1,5.0,68.17248459958932,4.0,100.0
PRV51054,3,124,0,1,2,1,0,57,0,57,265.43859649122805,15130,2.456140350877193,140.0,40,2.3508771929824563,70.38697359414965,3.456140350877193,22.807017543859647
PRV51055,7,72,2,1,2,1,0,22,2,20,983.6363636363636,21640,100.27272727272727,2206.0,22,0.5909090909090909,68.70437433887126,4.681818181818182,27.27272727272727
PRV51056,7,61,2,1,2,1,0,22,2,20,668.1818181818181,14700,97.54545454545455,2146.0,21,0.7272727272727273,76.76983386223633,5.545454545454546,36.36363636363637
PRV51057,1,20,0,1,2,1,0,5,0,5,1366.0,6830,0.0,0.0,4,0.0,78.21601642710473,3.2,20.0
PRV51058,38,200,5,1,2,1,0,83,5,78,1289.5180722891566,107030,66.74698795180723,5540.0,75,1.3012048192771084,73.414776147712,4.518072289156627,25.301204819277107
PRV51059,41,266,22,1,2,1,1,96,25,71,4386.041666666667,421060,280.625,26940.0,82,2.4791666666666665,74.09094798083504,4.208333333333333,44.79166666666667
PRV51060,32,116,0,1,1,1,0,42,5,37,1040.7142857142858,43710,127.14285714285714,5340.0,42,2.3095238095238093,71.37374922590529,4.523809523809524,33.33333333333333
PRV51061,6,260,2,1,2,1,0,145,1,144,378.8965517241379,54940,9.158620689655173,1328.0,67,2.393103448275862,76.9743538908164,4.062068965517241,21.379310344827587
PRV51062,7,634,5,1,2,1,0,397,3,394,386.3476070528967,153380,9.934508816120907,3944.0,166,1.5969773299748111,72.79190782339138,4.738035264483627,22.16624685138539
PRV51063,4,286,0,1,2,1,0,149,0,149,343.02013422818794,51110,1.0738255033557047,160.0,115,1.610738255033557,69.41284125518514,4.469798657718121,28.187919463087248
PRV51064,129,573,20,1,2,1,1,303,36,267,1189.1749174917493,360320,128.54125412541254,38948.0,227,1.9504950495049505,72.94642893447455,4.702970297029703,27.722772277227726
PRV51065,11,108,9,1,2,1,0,28,10,18,2734.6428571428573,76570,360.0740740740741,9722.0,26,2.9285714285714284,75.12975457123301,4.571428571428571,57.14285714285714
PRV51066,10,70,2,1,2,1,0,24,2,22,1032.9166666666667,24790,93.16666666666667,2236.0,21,1.0833333333333333,68.60677618069815,3.875,41.66666666666667
PRV51067,26,173,11,1,2,1,1,58,12,46,5767.586206896552,334520,225.79310344827587,13096.0,49,2.310344827586207,67.98399773419246,4.5,29.310344827586203
PRV51068,91,495,3,1,2,1,0,261,9,252,548.8888888888889,143260,34.55384615384615,8984.0,214,1.3754789272030652,70.72525247757139,4.287356321839081,27.969348659003828
PRV51070,61,222,6,25,2,1,0,99,10,89,1266.7676767676767,125410,110.9090909090909,10980.0,69,1.9090909090909092,69.96245825814614,3.9696969696969697,31.313131313131315
PRV51071,12,55,0,1,2,1,0,24,0,24,356.25,8550,2.0833333333333335,50.0,24,2.0833333333333335,68.4880219028063,4.875,16.666666666666664
PRV51072,76,417,6,1,2,1,0,212,12,200,562.122641509434,119170,57.71563981042654,12178.0,160,1.5377358490566038,72.29147779370552,4.433962264150943,25.943396226415093
PRV51074,17,114,1,1,2,1,0,39,5,34,1055.6410256410256,41170,138.97435897435898,5420.0,39,1.8974358974358974,73.02683444777901,4.615384615384615,25.64102564102564
PRV51075,4,38,0,1,2,1,0,17,0,17,502.94117647058823,8550,4.117647058823529,70.0,13,1.1764705882352942,76.82409308692677,4.470588235294118,11.76470588235294
PRV51076,9,67,0,1,2,1,0,29,0,29,352.7586206896552,10230,1.7241379310344827,50.0,27,1.1724137931034482,75.69194458212372,4.758620689655173,17.24137931034483
PRV51077,12,127,8,1,2,1,1,33,16,17,6192.424242424242,204350,506.875,16220.0,30,4.181818181818182,70.36069109991081,5.696969696969697,57.57575757575758
PRV51078,16,91,8,1,2,1,0,23,9,14,3403.0434782608695,78270,392.90909090909093,8644.0,23,2.652173913043478,70.72928012379847,4.217391304347826,56.52173913043478
PRV51081,4,395,8,1,2,1,0,200,6,194,620.4,124080,35.84,7168.0,131,1.62,72.26933607118411,4.615,21.5
PRV51082,9,69,0,1,2,1,0,34,0,34,160.88235294117646,5470,2.0588235294117645,70.0,31,1.1764705882352942,72.52550630108306,3.8529411764705883,17.647058823529413
PRV51083,21,183,0,1,2,1,0,90,0,90,201.11111111111111,18100,1.5555555555555556,140.0,81,1.3777777777777778,74.79689710244125,4.711111111111111,31.11111111111111
PRV51084,34,247,11,1,1,1,1,110,20,90,1959.8181818181818,215580,199.0,21890.0,85,1.6727272727272726,72.34763238130795,4.4363636363636365,36.36363636363637
PRV51086,25,356,24,1,2,1,0,139,31,108,3209.856115107914,446170,238.61870503597123,33168.0,115,2.7985611510791366,74.6629439774669,4.41726618705036,39.568345323741006
PRV51089,82,452,16,1,2,1,0,228,18,210,1012.719298245614,230900,82.36123348017621,18696.0,197,1.6929824561403508,71.07395799560503,4.390350877192983,26.31578947368421
PRV51090,3,15,0,1,1,1,0,7,0,7,832.8571428571429,5830,8.571428571428571,60.0,7,5.714285714285714,71.83299110198494,4.285714285714286,28.57142857142857
PRV51091,24,104,0,1,1,1,0,44,0,44,210.6818181818182,9270,1.8181818181818181,80.0,44,0.9318181818181818,69.04573455292142,4.5,13.636363636363635
PRV51093,10,32,2,10,2,1,0,9,2,7,1523.3333333333333,13710,237.33333333333334,2136.0,9,1.4444444444444444,75.64651304281693,4.666666666666667,33.33333333333333
PRV51096,4,8,0,1,1,1,0,5,0,5,640.0,3200,20.0,100.0,5,4.0,84.83668720054757,4.8,20.0
PRV51097,1,247,0,1,2,1,0,125,0,125,355.36,44420,1.84,230.0,71,1.744,70.84854757015744,3.92,19.2
PRV51098,2,13,0,1,1,1,0,4,0,4,75.0,300,0.0,0.0,4,0.0,82.03285420944559,6.0,25.0
PRV51100,4,41,4,1,2,1,0,5,5,0,15600.0,78000,1068.0,5340.0,5,6.0,70.37590691307324,3.6,100.0
PRV51101,1,22,1,1,1,1,0,3,3,0,5533.333333333333,16600,1068.0,3204.0,3,3.3333333333333335,56.76020990189369,6.333333333333333,100.0
PRV51102,4,88,10,1,1,1,0,12,12,0,12333.333333333334,148000,1068.0,12816.0,11,4.0,80.0041067761807,4.75,100.0
PRV51103,2,8,0,1,1,1,1,6,0,6,73.33333333333333,440,10.0,60.0,4,0.0,76.98562628336755,7.166666666666667,50.0
PRV51104,2,28,0,1,2,1,0,12,0,12,158.33333333333334,1900,9.166666666666666,110.0,9,1.1666666666666667,78.83070955966234,5.0,8.333333333333332
PRV51105,2,28,0,1,1,1,0,12,0,12,545.0,6540,0.0,0.0,12,3.3333333333333335,76.077800593201,5.083333333333333,8.333333333333332
PRV51108,7,107,6,1,2,1,0,19,19,0,8210.526315789473,156000,1068.0,19224.0,19,5.2631578947368425,71.91901725566484,5.947368421052632,100.0
PRV51109,2,25,4,1,1,1,0,3,3,0,6000.0,18000,1068.0,3204.0,3,6.333333333333333,56.32306639288159,8.333333333333334,100.0
PRV51110,5,42,4,1,1,1,0,5,5,0,5400.0,27000,1068.0,5340.0,5,10.2,68.0350444900753,5.6,100.0
PRV51111,4,278,0,1,2,1,0,132,0,132,415.6060606060606,54860,1.5151515151515151,200.0,85,2.462121212121212,72.70908261257338,4.492424242424242,19.696969696969695
PRV51112,8,465,0,1,2,1,0,304,0,304,346.2171052631579,105250,2.664473684210526,810.0,195,1.8453947368421053,71.2506934687849,4.3618421052631575,22.36842105263158
PRV51113,2,255,1,1,2,1,0,132,0,132,351.43939393939394,46390,4.166666666666667,550.0,78,1.5454545454545454,71.3996847323336,4.257575757575758,21.21212121212121
PRV51114,5,376,0,1,2,1,0,262,0,262,292.82442748091603,76720,2.1374045801526718,560.0,160,1.1984732824427482,70.32999461834673,4.484732824427481,28.24427480916031
PRV51115,5,13,0,1,2,1,0,7,0,7,140.0,980,2.857142857142857,20.0,6,0.0,72.59254913464359,4.142857142857143,28.57142857142857
PRV51117,5,28,0,1,1,1,0,12,0,12,162.5,1950,0.0,0.0,10,1.75,68.71937029431895,5.75,16.666666666666664
PRV51118,4,106,14,1,2,1,0,16,16,0,8500.0,136000,1068.0,14952.0,16,4.25,67.08247775496235,5.0625,100.0
PRV51119,8,357,51,1,2,1,1,95,94,1,11374.526315789473,1080580,1065.7692307692307,96985.0,81,6.042105263157895,74.8718901977737,5.3578947368421055,100.0
PRV51120,1,51,5,1,2,1,0,7,7,0,7428.571428571428,52000,1068.0,7476.0,7,4.142857142857143,61.05720152537401,5.0,100.0
PRV51121,3,41,5,1,2,1,0,7,6,1,11582.857142857143,81080,915.4285714285714,6408.0,7,5.571428571428571,66.4167400019556,4.428571428571429,85.71428571428571
PRV51122,7,14,0,2,2,1,0,7,0,7,160.0,1120,0.0,0.0,7,0.0,66.62286105407256,2.857142857142857,0.0
PRV51123,23,88,1,2,1,1,0,31,2,29,868.0645161290323,26910,70.19354838709677,2176.0,28,2.4838709677419355,68.99269170475371,4.290322580645161,29.03225806451613
PRV51125,41,140,10,2,1,1,0,48,12,36,2735.625,131310,272.8333333333333,13096.0,32,2.4791666666666665,70.57072781200091,4.354166666666667,41.66666666666667
PRV51126,4,110,12,2,1,1,1,20,20,0,8850.0,177000,1068.0,21360.0,14,6.5,69.80862422997947,5.65,100.0
PRV51128,26,153,3,2,2,1,0,50,5,45,2044.4,102220,106.8,5340.0,38,2.34,68.1268720054757,5.0,36.0
PRV51129,71,194,0,2,2,1,0,96,0,96,238.75,22920,5.0,480.0,65,1.3541666666666667,73.620636550308,4.1875,12.5
PRV51130,2,19,0,2,1,1,0,7,0,7,710.0,4970,0.0,0.0,7,2.857142857142857,61.762784785372055,4.714285714285714,57.14285714285714
PRV51131,5,30,0,2,1,1,0,8,0,8,145.0,1160,8.75,70.0,8,0.0,74.36618754277892,4.125,0.0
PRV51132,6,18,1,2,2,1,0,8,1,7,666.25,5330,133.5,1068.0,6,1.75,74.19678302532512,2.375,25.0
PRV51134,3,28,0,2,1,1,0,15,0,15,507.3333333333333,7610,5.333333333333333,80.0,12,2.6666666666666665,63.49112480036504,4.333333333333333,33.33333333333333
PRV51135,1,8,0,2,1,1,0,5,0,5,60.0,300,0.0,0.0,2,0.0,67.50609171800137,4.2,20.0
PRV51136,1,9,2,2,1,1,0,1,1,0,20000.0,20000,1068.0,1068.0,1,2.0,70.50239561943874,2.0,100.0
PRV51137,30,129,1,3,2,1,0,55,1,54,291.8181818181818,16050,24.509090909090908,1348.0,51,0.2,72.09318648497293,4.836363636363636,10.909090909090908
PRV51138,12,60,1,32,2,1,0,26,1,25,516.5384615384615,13430,41.07692307692308,1068.0,21,1.5384615384615385,72.49702521981783,3.923076923076923,15.384615384615385
PRV51139,43,115,1,3,2,1,0,43,7,36,1222.7906976744187,52580,174.7906976744186,7516.0,42,2.4651162790697674,74.34780255638859,4.372093023255814,34.883720930232556
PRV51140,11,758,19,3,2,1,0,487,47,440,930.4517453798768,453130,103.74074074074075,50418.0,394,2.1047227926078027,72.89436084254969,4.441478439425051,25.051334702258725
PRV51141,8,160,0,3,1,1,0,71,0,71,274.50704225352115,19490,2.3943661971830985,170.0,37,1.732394366197183,74.50968370111153,3.4507042253521125,28.169014084507044
PRV51142,16,131,6,3,2,1,0,51,7,44,2050.392156862745,104570,147.76470588235293,7536.0,38,1.9215686274509804,72.87874273597187,4.176470588235294,27.450980392156865
PRV51143,31,160,0,3,1,1,0,77,0,77,265.5844155844156,20450,4.545454545454546,350.0,68,0.987012987012987,72.10720285874291,3.844155844155844,22.07792207792208
PRV51144,17,83,3,3,2,1,0,30,4,26,2040.6666666666667,61220,149.73333333333332,4492.0,29,1.8,76.66593657312343,4.233333333333333,30.0
PRV51145,44,549,80,3,2,1,1,202,161,41,7952.227722772277,1606350,846.4365482233502,166748.0,161,4.900990099009901,73.10667452782239,5.183168316831683,84.15841584158416
PRV51146,101,710,74,3,2,1,1,352,162,190,4775.3125,1680910,490.48571428571427,171670.0,334,3.4232954545454546,74.10046045672328,4.8352272727272725,57.38636363636363
PRV51147,28,76,0,3,1,1,0,32,0,32,276.875,8860,6.5625,210.0,32,2.5,71.57229637234771,3.65625,37.5
PRV51148,73,599,26,5,2,1,1,330,34,296,1480.7878787878788,488660,110.3161094224924,36294.0,263,1.8484848484848484,73.54983925497272,4.415151515151515,28.78787878787879
PRV51149,32,476,61,3,2,1,1,148,116,32,7572.1621621621625,1120680,837.5540540540541,123958.0,136,4.6891891891891895,71.72593743640971,5.412162162162162,81.08108108108108
PRV51151,129,451,12,5,1,1,0,233,22,211,863.9484978540772,201300,100.42241379310344,23298.0,225,1.6952789699570816,73.48587744886359,4.690987124463519,26.180257510729614
PRV51152,5,179,0,3,1,1,0,83,0,83,310.48192771084337,25770,6.024096385542169,500.0,39,1.7228915662650603,73.28203986376718,4.686746987951807,28.915662650602407
PRV51153,64,188,5,3,2,1,0,87,4,83,821.7241379310345,71490,56.3448275862069,4902.0,83,1.4022988505747127,72.65799680584075,4.425287356321839,20.689655172413794
PRV51154,3,297,0,3,2,1,0,161,0,161,284.16149068322983,45750,4.906832298136646,790.0,147,1.3229813664596273,74.55827498395126,4.472049689440993,19.25465838509317
PRV51155,2,212,0,3,2,1,0,115,0,115,228.95652173913044,26330,1.391304347826087,160.0,110,1.0434782608695652,72.98524536499717,4.113043478260869,13.91304347826087
PRV51156,3,742,0,3,2,1,0,542,0,542,259.48339483394835,140640,3.1734317343173433,1720.0,425,1.367158671586716,73.40335058381385,4.212177121771218,17.89667896678967
PRV51159,115,860,35,13,2,1,1,569,65,504,1402.091388400703,797790,123.81370826010544,70450.0,506,1.7398945518453428,74.05283955785394,4.3427065026362035,27.592267135325134
PRV51160,34,403,51,3,2,1,0,114,90,24,7649.298245614035,872020,843.3333333333334,96140.0,110,4.87719298245614,73.43429758516758,5.482456140350878,83.33333333333334
PRV51164,10,660,23,3,2,1,0,391,41,350,1424.5012787723786,556980,113.93350383631713,44548.0,334,1.659846547314578,73.12870874624289,4.368286445012788,29.66751918158568
PRV51165,88,281,21,3,2,1,0,98,26,72,3364.285714285714,329700,286.61224489795916,28088.0,97,2.4489795918367347,75.04435038902625,4.357142857142857,43.87755102040816
PRV51166,5,17,1,3,1,1,0,5,1,4,4974.0,24870,213.6,1068.0,5,3.2,71.47049965776866,3.8,40.0
PRV51167,23,348,0,50,2,1,0,190,0,190,273.57894736842104,51980,2.1578947368421053,410.0,182,1.7421052631578948,74.20218307575921,4.426315789473684,18.947368421052634
PRV51168,21,188,6,5,2,1,0,87,9,78,924.9425287356322,80470,112.4367816091954,9782.0,86,0.7701149425287356,73.41408419677909,4.413793103448276,26.436781609195403
PRV51169,64,163,0,3,2,1,0,77,0,77,251.6883116883117,19380,0.6493506493506493,50.0,74,1.4935064935064934,74.66453327644292,4.467532467532467,22.07792207792208
PRV51170,12,70,8,3,2,1,1,16,8,8,9113.75,145820,534.0,8544.0,16,3.125,72.74555099247091,5.1875,50.0
PRV51171,50,129,0,3,2,1,0,59,0,59,234.23728813559322,13820,3.389830508474576,200.0,59,1.576271186440678,72.90158818547778,4.4576271186440675,15.254237288135593
PRV51173,19,78,8,3,1,1,1,22,7,15,4376.818181818182,96290,348.90909090909093,7676.0,21,4.318181818181818,73.03752100056,3.909090909090909,36.36363636363637
PRV51175,26,94,0,3,2,1,0,41,0,41,235.3658536585366,9650,2.1951219512195124,90.0,39,0.6585365853658537,71.54337991018514,4.7317073170731705,19.51219512195122
PRV51176,144,637,0,32,2,1,0,445,0,445,328.0449438202247,145980,1.9550561797752808,870.0,399,2.0651685393258425,72.87238385283283,4.548314606741573,18.876404494382022
PRV51178,22,239,24,3,1,1,1,65,34,31,6633.538461538462,431180,563.1076923076923,36602.0,64,4.523076923076923,71.0245248249355,4.676923076923077,58.46153846153847
PRV51179,17,76,0,3,1,1,0,26,0,26,192.30769230769232,5000,0.0,0.0,26,0.8076923076923077,70.2856841994419,4.1923076923076925,15.384615384615385
PRV51180,3,273,1,3,2,1,0,129,2,127,730.5426356589147,94240,18.728682170542637,2416.0,86,1.6124031007751938,73.91044681088137,4.410852713178294,21.705426356589147
PRV51181,7,18,0,3,2,1,0,10,0,10,215.0,2150,0.0,0.0,10,2.6,77.54770704996578,4.7,10.0
PRV51183,13,321,22,3,2,1,0,113,41,72,3148.5840707964603,355790,382.05357142857144,42790.0,105,2.504424778761062,73.21366744804445,4.601769911504425,52.21238938053098
PRV51185,5,16,0,3,1,1,0,8,0,8,198.75,1590,0.0,0.0,8,0.0,72.98220396988364,3.875,12.5
PRV51186,1,7,0,3,2,1,0,2,0,2,50.0,100,0.0,0.0,2,0.0,74.42026009582477,3.0,50.0
PRV51189,11,122,0,3,2,1,0,56,0,56,156.07142857142858,8740,4.285714285714286,240.0,51,0.6071428571428571,73.0895179427007,3.767857142857143,23.214285714285715
PRV51190,27,133,2,5,2,1,0,66,3,63,595.6060606060606,39310,53.54545454545455,3534.0,64,0.6060606060606061,73.51768195300023,4.803030303030303,34.84848484848485
PRV51191,31,83,0,3,1,1,0,32,0,32,343.4375,10990,2.8125,90.0,30,3.15625,71.07298083504449,3.65625,28.125
PRV51194,5,29,1,3,2,1,0,9,2,7,2060.0,18540,237.33333333333334,2136.0,9,0.6666666666666666,72.30146779222754,3.5555555555555554,33.33333333333333
PRV51196,1,911,0,3,2,1,0,720,0,720,273.69444444444446,197060,2.4305555555555554,1750.0,432,1.4027777777777777,74.73886607346566,4.2027777777777775,20.0
PRV51198,2,10,0,46,1,3,0,6,0,6,60.0,360,5.0,30.0,3,0.0,79.40679899612138,1.8333333333333333,0.0
PRV51200,4,49,0,3,2,1,0,19,0,19,232.6315789473684,4420,0.0,0.0,16,1.5789473684210527,70.57545300623221,4.526315789473684,10.526315789473683
PRV51201,3,104,0,3,2,1,0,45,0,45,236.88888888888889,10660,1.1111111111111112,50.0,41,0.9777777777777777,73.60164271047228,4.355555555555555,11.11111111111111
PRV51202,5,22,0,3,2,1,0,12,0,12,417.5,5010,0.0,0.0,12,3.6666666666666665,70.22929500342231,4.166666666666667,16.666666666666664
PRV51203,6,45,0,3,2,1,0,21,0,21,730.4761904761905,15340,3.8095238095238093,80.0,20,1.2380952380952381,66.46471757765391,4.095238095238095,38.095238095238095
PRV51204,3,684,0,3,2,1,0,499,0,499,310.9819639278557,155180,1.2024048096192386,600.0,398,1.6673346693386772,72.87965115720833,4.162324649298597,17.034068136272545
PRV51205,7,29,0,3,1,1,0,10,0,10,466.0,4660,7.0,70.0,10,2.0,74.91663244353182,4.3,30.0
PRV51206,10,20,0,3,1,1,0,10,0,10,156.0,1560,0.0,0.0,10,0.6,74.6031485284052,4.7,30.0
PRV51207,3,23,3,3,1,1,0,3,3,0,17000.0,51000,1068.0,3204.0,3,14.0,69.40816792151494,4.333333333333333,100.0
PRV51209,2,91,0,3,2,1,0,42,0,42,235.95238095238096,9910,4.0476190476190474,170.0,38,0.8333333333333334,73.73403735210717,4.428571428571429,16.666666666666664
PRV51210,3,17,0,3,2,1,0,9,0,9,321.1111111111111,2890,0.0,0.0,9,0.0,80.76994448247015,3.4444444444444446,11.11111111111111
PRV51211,2,4,0,3,1,1,0,2,0,2,50.0,100,0.0,0.0,2,0.0,70.4476386036961,4.0,0.0
PRV51212,2,48,0,3,2,1,0,15,0,15,417.3333333333333,6260,4.666666666666667,70.0,15,1.9333333333333333,71.71270819073693,5.066666666666666,13.333333333333334
PRV51213,2,4,0,3,1,1,0,2,0,2,25.0,50,0.0,0.0,2,0.0,73.32785763175906,3.5,0.0
PRV51214,3,28,0,3,2,1,0,8,0,8,400.0,3200,0.0,0.0,8,0.75,70.13415468856947,4.375,25.0
PRV51215,1,23,0,3,2,1,0,10,0,10,161.0,1610,0.0,0.0,10,0.7,81.01026694045174,4.1,20.0
PRV51216,2,136,0,3,2,1,0,71,0,71,219.1549295774648,15560,8.028169014084508,570.0,66,1.8309859154929577,73.47681985134626,4.23943661971831,14.084507042253522
PRV51217,2,11,0,3,2,1,0,5,0,5,586.0,2930,0.0,0.0,5,4.0,70.85722108145106,3.4,0.0
PRV51218,1,16,0,3,2,1,0,7,0,7,74.28571428571429,520,0.0,0.0,7,0.0,62.82350640461523,3.4285714285714284,14.285714285714285
PRV51219,3,16,0,3,1,1,0,8,0,8,666.25,5330,0.0,0.0,8,2.5,71.13244353182752,4.375,37.5
PRV51221,1,1,0,3,2,1,0,1,0,1,70.0,70,0.0,0.0,1,0.0,79.60848733744011,5.0,0.0
PRV51222,2,11,0,3,1,1,0,5,0,5,172.0,860,0.0,0.0,3,0.0,75.639151266256,3.4,0.0
PRV51224,1,13,0,29,2,1,0,7,0,7,447.14285714285717,3130,0.0,0.0,7,0.0,76.29295003422314,4.0,42.857142857142854
PRV51225,2,18,0,3,2,1,0,8,0,8,148.75,1190,0.0,0.0,8,0.0,73.99418206707735,3.375,12.5
PRV51226,3,46,0,3,2,1,0,20,0,20,371.5,7430,13.5,270.0,19,1.0,75.7063655030801,3.8,5.0
